V1,instution,city,zip,state_abbr,LOCALE,LATITUDE,LONGITUDE,urban_type,urban_description,vector_name,state_name,state_name_included,city_name_included
2997,Dakota State University,Madison,57042-1799,SD,32,44.013014,-97.113358,Town,Distant,,South Dakota,FALSE,FALSE
2998,Dakota Wesleyan University,Mitchell,57301-4398,SD,33,43.697432,-98.031188,Town,Remote,,South Dakota,FALSE,FALSE
2999,Paul Mitchell the School-Rapid City,Rapid City,57701,SD,13,44.08202,-103.222781,City,Small,,South Dakota,FALSE,TRUE
3000,Lake Area Technical College,Watertown,57201-0730,SD,33,44.901714,-97.095229,Town,Remote,,South Dakota,FALSE,FALSE
3001,Avera McKennan Hospital School of Radiologic Technology,Sioux Falls,57117-5045,SD,12,43.533972,-96.715584,City,Midsize,,South Dakota,FALSE,FALSE
3002,Mitchell Technical College,Mitchell,57301,SD,41,43.688663,-98.002505,Rural,Fringe,,South Dakota,FALSE,TRUE
3003,Mount Marty University,Yankton,57078-3724,SD,33,42.874475,-97.409904,Town,Remote,,South Dakota,FALSE,FALSE
3004,National American University-Rapid City,Rapid City,57701-2823,SD,13,44.03152,-103.250223,City,Small,,South Dakota,FALSE,TRUE
3005,Kairos University,Sioux Falls,57105,SD,12,43.525446,-96.735896,City,Midsize,,South Dakota,FALSE,FALSE
3006,Northern State University,Aberdeen,57401-7198,SD,33,45.450829,-98.484728,Town,Remote,,South Dakota,FALSE,FALSE
3007,Oglala Lakota College,Kyle,57752-0490,SD,43,43.366813,-102.240331,Rural,Remote,,South Dakota,FALSE,FALSE
3008,Presentation College,Aberdeen,57401-1280,SD,33,45.483339,-98.49129,Town,Remote,,South Dakota,FALSE,FALSE
3009,Avera Sacred Heart Hospital,Yankton,57078-3899,SD,33,42.872359,-97.407865,Town,Remote,,South Dakota,FALSE,FALSE
3010,South Dakota School of Mines and Technology,Rapid City,57701-3995,SD,13,44.075439,-103.205753,City,Small,,South Dakota,TRUE,FALSE
3011,South Dakota State University,Brookings,57007-1898,SD,33,44.317485,-96.782139,Town,Remote,,South Dakota,TRUE,FALSE
3012,Sinte Gleska University,Mission,57555-0105,SD,43,43.298878,-100.622549,Rural,Remote,,South Dakota,FALSE,FALSE
3013,University of Sioux Falls,Sioux Falls,57105-1699,SD,12,43.531574,-96.738229,City,Midsize,,South Dakota,FALSE,TRUE
3014,Sanford Medical Center,Sioux Falls,57117-5039,SD,12,43.535591,-96.74341,City,Midsize,,South Dakota,FALSE,FALSE
3015,Sisseton Wahpeton College,Sisseton,57262,SD,43,45.562731,-97.060835,Rural,Remote,,South Dakota,FALSE,TRUE
3016,Southeast Technical College,Sioux Falls,57107-1301,SD,41,43.570446,-96.780241,Rural,Fringe,,South Dakota,FALSE,FALSE
3017,Stewart School,Sioux Falls,57104,SD,12,43.554991,-96.746329,City,Midsize,,South Dakota,FALSE,FALSE
3018,University of South Dakota,Vermillion,57069-2390,SD,32,42.786019,-96.925283,Town,Distant,,South Dakota,TRUE,FALSE
3019,Western Dakota Technical College,Rapid City,57703-4018,SD,41,44.076648,-103.179501,Rural,Fringe,,South Dakota,FALSE,FALSE
3020,American Baptist College,Nashville,37207-9980,TN,11,36.202623,-86.789912,City,Large,,Tennessee,FALSE,FALSE
3021,Arnolds Beauty School,Milan,38358,TN,32,35.919195,-88.760125,Town,Distant,,Tennessee,FALSE,FALSE
3022,Tennessee College of Applied Technology-Athens,Athens,37371-0848,TN,32,35.442944,-84.630484,Town,Distant,,Tennessee,TRUE,TRUE
3023,Austin Peay State University,Clarksville,37044,TN,12,36.533319,-87.354081,City,Midsize,,Tennessee,FALSE,FALSE
3024,Baptist Health Sciences University,Memphis,38104,TN,11,35.138415,-90.027501,City,Large,,Tennessee,FALSE,FALSE
3025,Belmont University,Nashville,37212-3757,TN,11,36.135589,-86.794807,City,Large,,Tennessee,FALSE,FALSE
3026,Bethel University,McKenzie,38201,TN,32,36.137848,-88.516762,Town,Distant,,Tennessee,FALSE,FALSE
3027,Bryan College-Dayton,Dayton,37321,TN,32,35.497209,-84.999552,Town,Distant,,Tennessee,FALSE,TRUE
3028,Carson-Newman University,Jefferson City,37760,TN,23,36.122934,-83.491709,Suburb,Small,,Tennessee,FALSE,FALSE
3029,Chattanooga State Community College,Chattanooga,37406-1097,TN,12,35.100202,-85.237389,City,Midsize,,Tennessee,FALSE,TRUE
3030,Christian Brothers University,Memphis,38104,TN,11,35.127437,-89.983241,City,Large,,Tennessee,FALSE,FALSE
3031,Pentecostal Theological Seminary,Cleveland,37311-3330,TN,13,35.162528,-84.868326,City,Small,,Tennessee,FALSE,FALSE
3032,Austin's Beauty College Inc,Clarksville,37040-1121,TN,12,36.521386,-87.362846,City,Midsize,,Tennessee,FALSE,FALSE
3033,Cleveland State Community College,Cleveland,37312,TN,13,35.200103,-84.879284,City,Small,,Tennessee,FALSE,TRUE
3034,Columbia State Community College,Columbia,38401,TN,32,35.616757,-87.101917,Town,Distant,,Tennessee,FALSE,TRUE
3035,Concorde Career College-Memphis,Memphis,38137-0132,TN,11,35.112892,-89.891723,City,Large,,Tennessee,FALSE,TRUE
3036,Tennessee College of Applied Technology-Covington,Covington,38019,TN,32,35.545225,-89.659976,Town,Distant,,Tennessee,TRUE,TRUE
3037,Cumberland University,Lebanon,37087,TN,31,36.204514,-86.298782,Town,Fringe,,Tennessee,FALSE,FALSE
3038,Lipscomb University,Nashville,37204-3951,TN,11,36.106253,-86.799791,City,Large,,Tennessee,FALSE,FALSE
3039,Tennessee College of Applied Technology-Dickson,Dickson,37055,TN,32,36.050549,-87.366455,Town,Distant,,Tennessee,TRUE,TRUE
3040,Hussian College-Daymar College Nashville,Nashville,37214,TN,11,36.14608,-86.671921,City,Large,,Tennessee,FALSE,TRUE
3041,Dyersburg State Community College,Dyersburg,38024-2411,TN,32,36.047565,-89.390791,Town,Distant,,Tennessee,FALSE,TRUE
3042,East Tennessee State University,Johnson City,37614,TN,13,36.301643,-82.366954,City,Small,,Tennessee,TRUE,FALSE
3043,Chattanooga College Medical Dental and Technical Careers,Chattanooga,37415,TN,12,35.13314,-85.238131,City,Midsize,,Tennessee,FALSE,TRUE
3044,Tennessee College of Applied Technology-Elizabethton,Elizabethton,37643,TN,41,36.366033,-82.178198,Rural,Fringe,,Tennessee,TRUE,TRUE
3045,The Hair Academy LLC,Fayetteville,37334-0135,TN,32,35.153554,-86.577055,Town,Distant,,Tennessee,FALSE,FALSE
3046,Fisk University,Nashville,37208-4501,TN,11,36.167087,-86.804805,City,Large,,Tennessee,FALSE,FALSE
3047,Welch College,Gallatin,37066-8460,TN,41,36.36719,-86.549153,Rural,Fringe,,Tennessee,FALSE,FALSE
3048,Freed-Hardeman University,Henderson,38340-2399,TN,32,35.440611,-88.637964,Town,Distant,,Tennessee,FALSE,FALSE
3049,Tennessee College of Applied Technology-Harriman,Harriman,37748-5849,TN,41,35.966107,-84.517871,Rural,Fringe,,Tennessee,TRUE,TRUE
3050,Tennessee College of Applied Technology-Hartsville,Hartsville,37074-2028,TN,42,36.387191,-86.14366,Rural,Distant,,Tennessee,TRUE,TRUE
3051,Tennessee College of Applied Technology-Hohenwald,Hohenwald,38462-2201,TN,33,35.551687,-87.573757,Town,Remote,,Tennessee,TRUE,TRUE
3052,Tennessee College of Applied Technology-Jacksboro,Jacksboro,37757,TN,32,36.3175,-84.208918,Town,Distant,,Tennessee,TRUE,TRUE
3053,Jackson State Community College,Jackson,38301-3797,TN,13,35.645571,-88.780005,City,Small,,Tennessee,FALSE,TRUE
3054,John A Gupton College,Nashville,37203-2954,TN,11,36.156633,-86.7948,City,Large,,Tennessee,FALSE,FALSE
3055,Johnson University,Knoxville,37998,TN,41,35.937193,-83.750273000000007,Rural,Fringe,,Tennessee,FALSE,FALSE
3056,Paul Mitchell the School-Murfreesboro,Murfreesboro,37129,TN,12,35.849141,-86.42068,City,Midsize,,Tennessee,FALSE,TRUE
3057,King University,Bristol,37620-2699,TN,13,36.585309,-82.159421,City,Small,,Tennessee,FALSE,FALSE
3058,South College,Knoxville,37909-0000,TN,12,35.958283,-83.97362,City,Midsize,,Tennessee,FALSE,FALSE
3059,Lane College,Jackson,38301-4598,TN,13,35.627378,-88.806535,City,Small,,Tennessee,FALSE,FALSE
3060,Le Moyne-Owen College,Memphis,38126-6595,TN,11,35.118641,-90.034101,City,Large,,Tennessee,FALSE,FALSE
3061,Lee University,Cleveland,37311,TN,13,35.166019,-84.871399,City,Small,,Tennessee,FALSE,FALSE
3062,Lincoln Memorial University,Harrogate,37752-8231,TN,32,36.578508,-83.660198,Town,Distant,,Tennessee,FALSE,FALSE
3063,Tennessee College of Applied Technology-Livingston,Livingston,38570,TN,33,36.39594,-85.317248,Town,Remote,,Tennessee,TRUE,TRUE
3064,The University of Tennessee Southern,Pulaski,38478-2799,TN,32,35.201019,-87.035661,Town,Distant,,Tennessee,TRUE,FALSE
3065,Maryville College,Maryville,37804-5907,TN,21,35.751505,-83.964223,Suburb,Large,,Tennessee,FALSE,TRUE
3066,Tennessee College of Applied Technology-McKenzie,McKenzie,38201,TN,41,36.137048,-88.492615,Rural,Fringe,,Tennessee,TRUE,TRUE
3067,Genesis Career College-Cookeville,Cookeville,38501-1907,TN,33,36.176484,-85.485574,Town,Remote,,Tennessee,FALSE,TRUE
3068,Meharry Medical College,Nashville,37208,TN,11,36.165458,-86.807371,City,Large,,Tennessee,FALSE,FALSE
3069,Tennessee College of Applied Technology-Memphis,Memphis,38105-3604,TN,11,35.150262,-90.039188,City,Large,,Tennessee,TRUE,TRUE
3070,University of Memphis,Memphis,38152,TN,11,35.118878,-89.938068,City,Large,,Tennessee,FALSE,TRUE
3071,Memphis Theological Seminary,Memphis,38104,TN,11,35.13311,-89.982653,City,Large,,Tennessee,FALSE,TRUE
3072,Middle Tennessee State University,Murfreesboro,37132,TN,12,35.848005,-86.360618,City,Midsize,,Tennessee,TRUE,FALSE
3073,Middle Tennessee School of Anesthesia Inc,Madison,37115,TN,11,36.253425,-86.683859,City,Large,,Tennessee,TRUE,FALSE
3074,Tennessee College of Applied Technology-Morristown,Morristown,37813-2094,TN,13,36.204643,-83.299503,City,Small,,Tennessee,TRUE,TRUE
3075,Motlow State Community College,Tullahoma,37388,TN,41,35.365903,-86.299184,Rural,Fringe,,Tennessee,FALSE,FALSE
3076,Tennessee College of Applied Technology-Murfreesboro,Murfreesboro,37129-3311,TN,12,35.845661,-86.41026,City,Midsize,,Tennessee,TRUE,TRUE
3077,Lincoln College of Technology-Nashville,Nashville,37206,TN,11,36.194393,-86.744005,City,Large,,Tennessee,FALSE,TRUE
3078,Nashville State Community College,Nashville,37209-4515,TN,11,36.134857,-86.857342,City,Large,,Tennessee,FALSE,TRUE
3079,Tennessee College of Applied Technology Northwest,Newbern,38059,TN,41,36.120067,-89.257582,Rural,Fringe,,Tennessee,TRUE,FALSE
3080,Tennessee College of Applied Technology-Paris,Paris,38242,TN,33,36.296408,-88.296432,Town,Remote,,Tennessee,TRUE,TRUE
3081,Tennessee College of Applied Technology-Pulaski,Pulaski,38478-0614,TN,32,35.191308,-87.007818,Town,Distant,,Tennessee,TRUE,TRUE
3082,Rhodes College,Memphis,38112-1690,TN,11,35.154405,-89.990803,City,Large,,Tennessee,FALSE,FALSE
3083,Tennessee College of Applied Technology-Ripley,Ripley,38063,TN,32,35.779827,-89.519264,Town,Distant,,Tennessee,TRUE,TRUE
3084,Roane State Community College,Harriman,37748,TN,32,35.880911,-84.620051,Town,Distant,,Tennessee,FALSE,FALSE
3085,Tennessee College of Applied Technology-Crump,Crump,38327,TN,33,35.221452,-88.319153,Town,Remote,,Tennessee,TRUE,TRUE
3086,Southwest Tennessee Community College,Memphis,38134,TN,11,35.138532,-90.036723,City,Large,,Tennessee,TRUE,FALSE
3087,Tennessee College of Applied Technology-Shelbyville,Shelbyville,37160-3629,TN,32,35.485655,-86.421097,Town,Distant,,Tennessee,TRUE,TRUE
3088,The University of the South,Sewanee,37383-1000,TN,42,35.204719,-85.920179,Rural,Distant,,Tennessee,FALSE,FALSE
3089,Tennessee College of Applied Technology-Oneida-Huntsville,Huntsville,37756-4149,TN,32,36.408177,-84.528273,Town,Distant,,Tennessee,TRUE,TRUE
3090,Tennessee College of Applied Technology-Crossville,Crossville,38555,TN,33,35.946609,-85.039137,Town,Remote,,Tennessee,TRUE,TRUE
3091,Tennessee College of Applied Technology-McMinnville,McMinnville,37110,TN,32,35.70137,-85.74531,Town,Distant,,Tennessee,TRUE,TRUE
3092,Tennessee College of Applied Technology-Jackson,Jackson,38301,TN,23,35.606795,-88.919805,Suburb,Small,,Tennessee,TRUE,TRUE
3093,Tennessee College of Applied Technology-Knoxville,Knoxville,37919,TN,12,35.957,-83.964151,City,Midsize,,Tennessee,TRUE,TRUE
3094,Pellissippi State Community College,Knoxville,37933-0990,TN,21,35.948303,-84.166504,Suburb,Large,,Tennessee,FALSE,FALSE
3095,Southern Adventist University,Collegedale,37315-0370,TN,21,35.048254,-85.052088,Suburb,Large,,Tennessee,FALSE,FALSE
3096,Southern College of Optometry,Memphis,38104-2211,TN,11,35.138252,-90.019856,City,Large,,Tennessee,FALSE,FALSE
3097,Tennessee Wesleyan University,Athens,37303,TN,32,35.446331,-84.592728,Town,Distant,,Tennessee,TRUE,FALSE
3098,The University of Tennessee-Chattanooga,Chattanooga,37403-2598,TN,12,35.047519,-85.300247,City,Midsize,,Tennessee,TRUE,TRUE
3099,The University of Tennessee-Knoxville,Knoxville,37996,TN,12,35.952082,-83.925852,City,Midsize,,Tennessee,TRUE,TRUE
3100,The University of Tennessee-Martin,Martin,38238,TN,33,36.340338,-88.864211,Town,Remote,,Tennessee,TRUE,TRUE
3101,Tennessee School of Beauty of Knoxville Inc,Knoxville,37921,TN,12,35.974432,-83.995119,City,Midsize,,Tennessee,TRUE,TRUE
3102,Tennessee State University,Nashville,37209-1561,TN,11,36.166321,-86.828275,City,Large,,Tennessee,TRUE,FALSE
3103,Tennessee Technological University,Cookeville,38505-0001,TN,33,36.174754,-85.504039,Town,Remote,,Tennessee,TRUE,FALSE
3104,Trevecca Nazarene University,Nashville,37210,TN,11,36.141324,-86.754238,City,Large,,Tennessee,FALSE,FALSE
3105,Northeast State Community College,Blountville,37617-0246,TN,41,36.484961,-82.408885,Rural,Fringe,,Tennessee,FALSE,FALSE
3106,Tusculum University,Greeneville,37743,TN,32,36.172435,-82.760818,Town,Distant,,Tennessee,FALSE,FALSE
3107,Union University,Jackson,38305-3697,TN,13,35.676896,-88.858524,City,Small,,Tennessee,FALSE,FALSE
3108,Vanderbilt University,Nashville,37240,TN,11,36.14659,-86.803369,City,Large,,Tennessee,FALSE,FALSE
3109,Volunteer State Community College,Gallatin,37066-3188,TN,21,36.362518,-86.497127,Suburb,Large,,Tennessee,FALSE,FALSE
3110,Walters State Community College,Morristown,37813-6899,TN,13,36.213179,-83.262503,City,Small,,Tennessee,FALSE,FALSE
3111,William R Moore College of Technology,Memphis,38104-7240,TN,11,35.144855,-90.020138,City,Large,,Tennessee,FALSE,FALSE
3112,Abilene Christian University,Abilene,79699,TX,12,32.468943,-99.709797,City,Midsize,,Texas,FALSE,TRUE
3113,Alvin Community College,Alvin,77511-4898,TX,21,29.396244,-95.240671,Suburb,Large,,Texas,FALSE,TRUE
3114,Amarillo College,Amarillo,79109,TX,12,35.187839,-101.846988,City,Midsize,,Texas,FALSE,TRUE
3115,Amberton University,Garland,75041-5595,TX,21,32.859931,-96.65302,Suburb,Large,,Texas,FALSE,FALSE
3116,Angelina College,Lufkin,75902-1768,TX,33,31.287444,-94.731625,Town,Remote,,Texas,FALSE,FALSE
3117,Angelo State University,San Angelo,76909,TX,12,31.440914,-100.465051,City,Midsize,,Texas,FALSE,FALSE
3118,Arlington Baptist University,Arlington,76012-3425,TX,11,32.739489,-97.156024,City,Large,,Texas,FALSE,TRUE
3119,Arlington Career Institute,Grand Prairie,75050-2636,TX,21,32.77244,-97.052772,Suburb,Large,,Texas,FALSE,FALSE
3120,The Art Institute of Houston,Houston,77027-9625,TX,11,29.73025,-95.445766,City,Large,,Texas,FALSE,TRUE
3121,Austin College,Sherman,75090-4400,TX,13,33.646345,-96.596331,City,Small,,Texas,FALSE,FALSE
3122,Austin Community College District,Austin,78752,TX,11,30.322744,-97.712505,City,Large,,Texas,FALSE,TRUE
3123,Austin Presbyterian Theological Seminary,Austin,78705-5711,TX,11,30.29201,-97.736958,City,Large,,Texas,FALSE,TRUE
3124,Baldwin Beauty School-South Austin,Austin,78704-4785,TX,11,30.241662,-97.783062,City,Large,,Texas,FALSE,TRUE
3125,Baptist Health System School of Health Professions,San Antonio,78229,TX,11,29.517063,-98.567486,City,Large,,Texas,FALSE,FALSE
3126,Baptist Missionary Association Theological Seminary,Jacksonville,75766-5407,TX,32,31.978961,-95.255524,Town,Distant,,Texas,FALSE,FALSE
3127,Baylor College of Medicine,Houston,77030-3498,TX,11,29.7106,-95.395743,City,Large,,Texas,FALSE,FALSE
3128,Baylor University,Waco,76798,TX,12,31.546872,-97.121041,City,Midsize,,Texas,FALSE,FALSE
3129,Coastal Bend College,Beeville,78102,TX,32,28.435194,-97.755896,Town,Distant,,Texas,FALSE,FALSE
3130,Blinn College District,Brenham,77833-4098,TX,32,30.160457,-96.40852,Town,Distant,,Texas,FALSE,FALSE
3131,Remington College-Dallas Campus,Dallas,75243,TX,21,32.860595000000004,-96.654105,Suburb,Large,,Texas,FALSE,TRUE
3132,Vet Tech Institute of Houston,Houston,77027,TX,11,29.728907,-95.455533,City,Large,,Texas,FALSE,TRUE
3133,Brazosport College,Lake Jackson,77566,TX,23,29.048604,-95.40934,Suburb,Small,,Texas,FALSE,FALSE
3134,Central Texas College,Killeen,76549-4199,TX,22,31.120516,-97.810827,Suburb,Midsize,,Texas,TRUE,FALSE
3135,Charles and Sues School of Hair Design,Bryan,77802,TX,13,30.6528,-96.340102,City,Small,,Texas,FALSE,FALSE
3136,Cisco College,Cisco,76437,TX,33,32.401132,-98.985206,Town,Remote,,Texas,FALSE,TRUE
3137,Clarendon College,Clarendon,79226,TX,43,34.944558,-100.902421,Rural,Remote,,Texas,FALSE,TRUE
3138,Concordia University Texas,Austin,78726,TX,11,30.420232,-97.835703,City,Large,,Texas,TRUE,FALSE
3139,BK Cosmo College of Cosmetology,Kerrville,78028-4312,TX,33,30.055075,-99.15037,Town,Remote,,Texas,FALSE,FALSE
3140,North Central Texas College,Gainesville,76240-4699,TX,32,33.6188,-97.1658,Town,Distant,,Texas,TRUE,FALSE
3141,Texas A & M University-Corpus Christi,Corpus Christi,78412-5503,TX,11,27.713723,-97.32395,City,Large,,Texas,TRUE,TRUE
3142,Paul Mitchell the School-Dallas,Carrollton,75006,TX,21,32.973328,-96.843526,Suburb,Large,,Texas,FALSE,FALSE
3143,Dallas Baptist University,Dallas,75211-9299,TX,11,32.710017,-96.947006,City,Large,,Texas,FALSE,TRUE
3144,Dallas Christian College,Dallas,75234-7299,TX,21,32.913692,-96.887117,Suburb,Large,,Texas,FALSE,TRUE
3145,Dallas Institute of Funeral Service,Dallas,75227-4314,TX,11,32.771368,-96.683404,City,Large,,Texas,FALSE,TRUE
3146,Dallas Theological Seminary,Dallas,75204,TX,11,32.795361,-96.780497,City,Large,,Texas,FALSE,TRUE
3147,University of Dallas,Irving,75062-4736,TX,12,32.846221,-96.919512,City,Midsize,,Texas,FALSE,FALSE
3148,Del Mar College,Corpus Christi,78404-3897,TX,11,27.763619,-97.40762,City,Large,,Texas,FALSE,FALSE
3149,East Texas Baptist University,Marshall,75670-1498,TX,32,32.557847,-94.374488,Town,Distant,,Texas,TRUE,FALSE
3150,Texas A&M University-Texarkana,Texarkana,75503,TX,41,33.490482,-94.103617,Rural,Fringe,,Texas,TRUE,TRUE
3151,Texas A & M University-Commerce,Commerce,75429-3011,TX,32,33.243745,-95.908451,Town,Distant,,Texas,TRUE,TRUE
3152,Dallas College,Dallas,75215-3604,TX,11,32.766319,-96.794036,City,Large,,Texas,FALSE,TRUE
3153,El Paso Community College,El Paso,79925-6507,TX,11,31.773359,-106.373616,City,Large,,Texas,FALSE,TRUE
3154,Western Technical College,El Paso,79924,TX,11,31.877794,-106.425881,City,Large,,Texas,FALSE,FALSE
3155,Western Technical College,El Paso,79927,TX,11,31.675953,-106.319269,City,Large,,Texas,FALSE,FALSE
3156,Episcopal Theological Seminary of the Southwest,Austin,78705,TX,11,30.293092,-97.732652,City,Large,,Texas,FALSE,FALSE
3157,Exposito School of Hair Design,Amarillo,79109-3208,TX,12,35.183578,-101.881271,City,Midsize,,Texas,FALSE,FALSE
3158,Miami International University of Art & Design-Art Institute Dallas,Dallas,75231-5993,TX,11,32.871008,-96.767823,City,Large,,Texas,FALSE,TRUE
3159,Fort Worth Beauty School,Benbrook,76116,TX,11,32.82338,-97.420695,City,Large,,Texas,FALSE,FALSE
3160,Frank Phillips College,Borger,79008-5118,TX,32,35.657778,-101.406005,Town,Distant,,Texas,FALSE,FALSE
3161,Galveston College,Galveston,77550-7496,TX,31,29.284735,-94.807686,Town,Fringe,,Texas,FALSE,TRUE
3162,Grayson College,Denison,75020-8299,TX,41,33.70574,-96.633891,Rural,Fringe,,Texas,FALSE,FALSE
3163,Hallmark University,San Antonio,78251,TX,11,29.538442,-98.568618,City,Large,,Texas,FALSE,FALSE
3164,Hardin-Simmons University,Abilene,79698-0001,TX,12,32.476434,-99.73564,City,Midsize,,Texas,FALSE,FALSE
3165,Trinity Valley Community College,Athens,75751,TX,32,32.196596,-95.858513,Town,Distant,,Texas,FALSE,FALSE
3166,Hill College,Hillsboro,76645,TX,32,32.010928,-97.088332,Town,Distant,,Texas,FALSE,FALSE
3167,Houston Baptist University,Houston,77074-3298,TX,11,29.693819,-95.515954,City,Large,,Texas,FALSE,TRUE
3168,University of Houston-Clear Lake,Houston,77058-1002,TX,21,29.582523,-95.098129,Suburb,Large,,Texas,FALSE,TRUE
3169,Houston Community College,Houston,77002,TX,11,29.742114,-95.377319,City,Large,,Texas,FALSE,TRUE
3170,University of Houston-Downtown,Houston,77002-1014,TX,11,29.7661,-95.359338,City,Large,,Texas,FALSE,TRUE
3171,University of Houston-Victoria,Victoria,77901,TX,13,28.816248,-96.976334,City,Small,,Texas,FALSE,TRUE
