"","INSTNM","CITY","STABBR","ZIP","HCM2","ST_FIPS","REGION","LOCALE","LOCALE2","LATITUDE","LONGITUDE","RELAFFIL","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","SAT_AVG_ALL","NPT4_PUB","NPT45_PRIV","NPT4_PROG","NPT4_OTHER","TUITIONFEE_IN","TUITIONFEE_OUT","PCTPELL"
"5009","Paul Mitchell the School-Delaware","Newark","DE","19702",0,10,2,"21",NA,"39.62274","-75.680231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.503"
"5010","Future-Tech Institute","Miami","FL","33135-4142",0,12,5,"11",NA,"25.7646","-80.251401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17863","17863","1"
"5011","Fred K Marchman Technical College","New Port Richey","FL","34653",0,12,5,"21",NA,"28.271196","-82.691779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5397",NA,NA,NA,NA,NA,"0.3103"
"5012","The Salon Professional Academy-Ft Myers","Fort Myers","FL","33907",0,12,5,"13",NA,"26.595568","-81.887326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3232"
"5013","Universal Spa Training Academy","Downers Grove","IL","60515",0,17,3,"21",NA,"41.796008","-87.99384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20597",NA,NA,NA,NA,"0.5067"
"5014","The Salon Professional Academy-Evansville","Evansville","IN","47715",0,18,3,"12",NA,"37.98732","-87.483521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2586"
"5015","Tri County Regional Vocational Technical High School","Franklin","MA","02038",0,25,1,"21",NA,"42.094957","-71.421577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17381",NA,NA,NA,NA,NA,"0.38"
"5016","Compass College of Film and Media","Grand Rapids","MI","49503",0,26,3,"12",NA,"42.961875","-85.667065",NA,"460","630","390","530",NA,NA,"545","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1005","1005",NA,"26967",NA,NA,"17280","17280","0.3611"
"5017","Nova Academy of Cosmetology","Rochester","MN","55901",0,27,4,"12",NA,"44.08537","-92.509748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21906",NA,NA,NA,NA,"0.4351"
"5018","SAE Institute of Technology-New York","New York","NY","10011-4552",0,36,2,"11",NA,"40.741353","-73.999073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4318"
"5019","Sage School of Massage & Esthetics","Bend","OR","97703",0,41,8,"12",NA,"44.058731","-121.358102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5952"
"5020","Peloton College","Dallas","TX","75206",0,48,6,"11",NA,"32.861997","-96.769353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.627"
"5021","ABC Beauty Academy","Richardson","TX","75081",0,48,6,"12",NA,"32.931698","-96.685333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9474"
"5022","Salon & Spa Institute","Brownsville","TX","78520-8809",0,48,6,"12",NA,"25.938911","-97.508606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6667"
"5023","American Beauty Academy","Payson","UT","84651",0,49,7,"21",NA,"40.034634","-111.733488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4902"
"5024","Summit Salon Academy","Tacoma","WA","98409",0,53,8,"12",NA,"47.223485","-122.472325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22493",NA,NA,NA,NA,"0.5314"
"5025","Paul Mitchell the School-Milwaukee","Wauwatosa","WI","53222",0,55,3,"13",NA,"43.044227","-88.257785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.645"
"5026","Touro University Worldwide","Los Alamitos","CA","90720",0,6,8,"21",NA,"33.808683","-118.057754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25978",NA,NA,"14600","14600","0.466"
"5027","Touro University California","Vallejo","CA","94592",0,6,8,"12",NA,"38.085479","-122.263949","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5028","The Chicago School of Professional Psychology at Washington DC","Washington","DC","20005",0,11,2,"11",NA,"38.90163","-77.033071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5029","Touro University Nevada","Henderson","NV","89014",0,32,8,"11",NA,"36.043189","-115.024012","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.125"
"5030","Herzing University-Kenosha","Kenosha","WI","53140",0,55,3,"22",NA,"42.582628","-87.820105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26963",NA,NA,"14200","14200","0.5922"
"5031","Herzing University-Brookfield","Brookfield","WI","53005",0,55,3,"21",NA,"43.035738","-88.110994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24605",NA,NA,"14200","14200","0.585"
"5032","Texas A&M University-San Antonio","San Antonio","TX","78224",0,48,6,"41",NA,"29.304762","-98.52417",NA,"465","576","460","560",NA,NA,"521","510",NA,"18","21","17","20","16","19",NA,NA,"20","19","18",NA,"1031","1031","9988",NA,NA,NA,"9093","22764","0.507"
"5033","Fortis Institute","Houston","TX","77060",0,48,6,"11",NA,"29.93744","-95.395051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6789"
"5034","Southern Careers Institute-Brownsville","Brownsville","TX","78520",0,48,6,"12",NA,"25.936988","-97.501124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7175"
"5035","Southern Careers Institute-Harlingen","Harlingen","TX","78550",0,48,6,"13",NA,"26.20385","-97.675281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19101",NA,NA,NA,NA,"0.7205"
"5036","Strayer University-Global Region","Washington","DC","20005",0,11,2,"11",NA,"38.90485","-77.034001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13515","13515","0.499"
"5037","Kenneth Shuler School of Cosmetology-Florence","Florence","SC","29501",0,45,5,"23",NA,"34.238425","-79.80945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24361",NA,NA,NA,NA,"0.6717"
"5038","Fortis College-Columbia","Columbia","SC","29210",0,45,5,"12",NA,"34.01512","-81.081809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14216","14216","0.6254"
"5039","Ross Medical Education Center-Davison","Davison","MI","48423-1751",0,26,3,"21",NA,"43.021829","-83.516551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.604"
"5040","Ross Medical Education Center-Granger","Granger","IN","46530-4479",0,18,3,"13",NA,"41.717835","-86.174277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6934"
"5041","Ross Medical Education Center-Niles","Niles","OH","44446-4810",0,39,3,"21",NA,"41.212037","-80.746465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4792"
"5042","Ross Medical Education Center-Canton","Canton","MI","48187-5071",0,26,3,"21",NA,"42.324442","-83.482675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5359"
"5043","Pima Medical Institute-Houston","Houston","TX","77041",0,48,6,"11",NA,"29.838306","-95.562287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4701"
"5044","Illinois Media School-Chicago Campus","Chicago","IL","60602",0,17,3,"11",NA,"41.87496","-87.627971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8889"
"5045","Miller-Motte College-STVT-San Antonio","San Antonio","TX","78216",0,48,6,"11",NA,"29.35599","-98.4891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25122",NA,NA,NA,NA,"0.6115"
"5046","Concorde Career College-Dallas","Dallas","TX","75243",0,48,6,"11",NA,"32.91856","-96.741711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26480",NA,NA,NA,NA,"0.6639"
"5047","Concorde Career Institute-Orlando","Orlando","FL","32803",0,12,5,"11",NA,"28.55984","-81.340421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27480",NA,NA,NA,NA,"0.6817"
"5048","Concorde Career College-San Antonio","San Antonio","TX","78229",0,48,6,"11",NA,"29.49003","-98.582351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29140",NA,NA,NA,NA,"0.6791"
"5049","Johnson & Wales University-Online","Providence","RI","02903",0,44,1,"12",NA,"41.819956","-71.41277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25306",NA,NA,"13365","13365","0.4294"
"5050","Fairfax University of America","Fairfax","VA","22030-0000",0,51,5,"21",NA,"38.84905","-77.347751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10128","10128","0.0588"
"5051","Geisinger-Lewistown Hospital School of Nursing","Lewistown","PA","17044",0,42,2,"32",NA,"40.619424","-77.567654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23995",NA,NA,"20482","20482","0.32"
"5052","Moreno Valley College","Moreno Valley","CA","92551",0,6,8,"21",NA,"33.88744","-117.20271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1443",NA,NA,NA,"1420","10120","0.2255"
"5053","Norco College","Norco","CA","92860",0,6,8,"21",NA,"33.917387","-117.570212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4022",NA,NA,NA,"1420","10120","0.1773"
"5054","Dorsey College-Saginaw","Saginaw","MI","48603",0,26,3,"22",NA,"43.47055","-83.973056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26400","26400","0.8608"
"5055","Milan Institute of Cosmetology-La Quinta","La Quinta","CA","92253",0,6,8,"21",NA,"33.711954","-116.288341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6058"
"5056","Milan Institute-Boise","Boise","ID","83709",0,16,7,"12",NA,"43.59086","-116.295195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5103"
"5057","Milan Institute of Cosmetology-El Paso","El Paso","TX","79936",0,48,6,"11",NA,"31.749325","-106.300156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6262"
"5058","Universal Technical Institute-Dallas Fort Worth","Irving","TX","75063",0,48,6,"12",NA,"32.93806","-97.012741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26042",NA,NA,NA,NA,"0.4734"
"5059","ICPR Junior College","Manati","PR","00674",0,72,9,"21",NA,"18.429025","-66.493841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7160","7160","0.9884"
"5060","Artistic Nails and Beauty Academy-Lakeland","Lakeland","FL","33801",0,12,5,"12",NA,"28.053634","-81.94718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6647"
"5061","American Sentinel College of Nursing and Health Sciences","Waterbury","CT","06723-2540",0,9,1,"11",NA,"39.673548","-104.870151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1171"
"5062","Hawaii Medical College","Honolulu","HI","96814-3518",0,15,8,"11",NA,"21.295164","-157.847652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41116",NA,NA,"26037","26037","0.5086"
"5063","Carolina College of Hair Design","Asheville","NC","28806-2711",0,37,5,"13",NA,"35.584088","-82.601533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6333"
"5064","College of Massage Therapy","Blackfoot","ID","83221",0,16,7,"32",NA,"43.193422","-112.346975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8889"
"5065","Miller-Motte College-Jacksonville","Jacksonville","NC","28546",0,37,5,"13",NA,"34.797826","-77.432163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4941"
"5066","Miller-Motte College-Augusta","Augusta","GA","30906",0,13,5,"12",NA,"33.494994","-82.086986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6736"
"5067","Miller-Motte College-Conway","Conway","SC","29526-9508",0,45,5,"22",NA,"33.788822","-78.993461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5829"
"5068","Aveda Institute-Portland","Portland","OR","97209-3144",0,41,8,"11",NA,"45.525507","-122.68474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3317"
"5069","Chamberlain University-Virginia","Vienna","VA","22182",0,51,5,"21",NA,"38.910459","-77.220505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33644",NA,NA,"19982","19982","0.4711"
"5070","Penrose Academy","Scottsdale","AZ","85254-4065",0,4,6,"11",NA,"33.608309","-111.927617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.34"
"5071","Skin Institute","Saint Louis","MO","63126",0,29,4,"21",NA,"38.527717","-90.364232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3478"
"5072","Beauty Academy of South Florida","Hialeah Gardens","FL","33016-2421",0,12,5,"21",NA,"25.86289","-80.323571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.482"
"5073","Ogle School Hair Skin Nails-North Dallas","Dallas","TX","75248-1216",0,48,6,"11",NA,"32.984161","-96.803615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24973",NA,NA,NA,NA,"0.6229"
"5074","The Salon Professional Academy","Sherwood","AR","72120",0,5,5,"41",NA,"34.858161","-92.20198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.096"
"5075","The Salon Professional Academy-St Charles","St. Charles","MO","63301-1021",0,29,4,"21",NA,"38.788891","-90.538719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16154",NA,NA,NA,NA,"0.3156"
"5076","Mildred Elley-New York Campus","New York","NY","10004-1010",0,36,2,"11",NA,"40.705781","-74.014004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26490",NA,NA,"15381","15381","0.718"
"5077","National Paralegal College","Phoenix","AZ","85014-1561",0,4,6,"11",NA,"33.530663","-112.064275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7995","7995","0.4293"
"5078","Carolina College of Biblical Studies","Fayetteville","NC","28303-5157",0,37,5,"12",NA,"35.05141","-78.939514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6084","6084","0.5369"
"5079","Northeast Technology Center","Pryor","OK","74361",0,40,6,"32",NA,"36.294408","-95.309265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6919",NA,NA,NA,NA,NA,"0.1484"
"5080","Allstate Hairstyling & Barber College","Cleveland","OH","44113-3413",0,39,3,"11",NA,"41.484002","-81.704403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2542"
"5081","Omega Graduate School","Dayton","TN","37321-6736",0,47,5,"41",NA,"35.468142","-85.053774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5082","Jung Tao School of Classical Chinese Medicine","Sugar Grove","NC","28679-9657",0,37,5,"42",NA,"36.263233","-81.785303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5083","New York Film Academy","Burbank","CA","91505",0,6,8,"12",NA,"34.152076","-118.335567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49001",NA,NA,"34090","34090","0.236"
"5084","International College of Cosmetology","Oakland","CA","94601-3525",0,6,8,"11",NA,"37.774887","-122.220803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1088"
"5085","Bella Capelli Academy","Monroeville","PA","15146-2388",0,42,2,"21",NA,"40.432494","-79.781672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19772",NA,NA,NA,NA,"0.3995"
"5086","Institute of Medical Careers","Pittsburgh","PA","15235-3718",0,42,2,"21",NA,"40.465286","-79.823825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7531"
"5087","Flagler Technical College","Palm Coast","FL","32164",0,12,5,"41",NA,"29.47629","-81.211337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1616"
"5088","Galaxy Medical College","North Hollywood","CA","91606-1593",0,6,8,"11",NA,"34.186976","-118.396209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17799",NA,NA,NA,NA,"0.8986"
"5089","American Medical Sciences Center","Glendale","CA","91204-5108",0,6,8,"12",NA,"34.147117","-118.256991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26191",NA,NA,NA,NA,"0.6033"
"5090","Mandalyn Academy","American Fork","UT","84003-2161",0,49,7,"21",NA,"40.371763","-111.78129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18884",NA,NA,NA,NA,"0.3861"
"5091","Jose Maria Vargas University","Pembroke Pines","FL","33026",0,12,5,"21",NA,"26.009656","-80.281548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10740","10740","0.6042"
"5092","D A Dorsey Technical College","Miami","FL","33147-6304",0,12,5,"21",NA,"25.839575","-80.225732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2189",NA,NA,NA,NA,NA,"0.0823"
"5093","Keweenaw Bay Ojibwa Community College","Baraga","MI","49908-0000",0,26,3,"43",NA,"46.782535","-88.507761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9014",NA,NA,NA,"4400","4400","0.519"
"5094","Meridian Institute of Surgical Assisting","Nashville","TN","37218",0,47,5,"11",NA,"36.187738","-86.842536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2203"
"5095","Mauna Loa Helicopters","Kailua Kona","HI","96740-2650",0,15,8,"41",NA,"19.729107","-156.041847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"5096","Acaydia School of Aesthetics","Provo","UT","84601-0000",0,49,7,"12",NA,"40.234627","-111.65823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19663",NA,NA,NA,NA,"0.4429"
"5097","Holistic Massage Training Institute","Baltimore","MD","21218",0,24,2,"11",NA,"39.322479","-76.603096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4426"
"5098","Diamonds College","Sherman","TX","75090-2657",0,48,6,"13",NA,"33.673442","-96.606125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4216"
